,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
414,414,811,['united states of america'],44.236,7.571,"['young', 'dorothy', 'finds', 'magical', 'world', 'makes', 'friends', 'lion', 'scarecrow', 'tin', 'man', 'make', 'way', 'along', 'yellow', 'brick', 'road', 'talk', 'wizard', 'ask', 'things', 'miss', 'lives', 'wicked', 'witch', 'west', 'thing', 'could', 'stop']","['adventure', 'fantasy', 'family']","['witch', 'adolescence', 'dream', 'based', 'novel', 'book', 'secret', 'identity', 'lion', 'tornado', 'twister', 'scarecrow', 'musical', 'kansas', 'usa', 'imaginary', 'land', 'cowardliness', 'monkey', 'female', 'villain', 'wizard', 'sepia', 'color', 'hourglass', 'red', 'shoes', 'based', 'young', 'adult', 'novel', 'tin', 'man', 'exuberant', 'vibrant']",['metro-goldwyn-mayer'],7.392398375504252,pre-1950,"[-0.08229519  0.08914858  0.12261474 -0.11166792  0.12838319 -0.06200099
  0.16447306  0.08381226 -0.13106452 -0.07946867]","[ 0.14028743  0.02895895  0.6807426  -0.13943645 -0.10945804  0.10831071
  0.76655936  0.42948684 -0.32238427 -0.31828162]",[ 0.00930664  0.20740938  0.15522675 -0.1412448  -0.09352814],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
415,415,850,"['united kingdom', 'united states of america']",31.385,7.577,"['following', 'death', 'employer', 'mentor', 'bumpy', 'johnson', 'frank', 'lucas', 'establishes', 'number', 'one', 'importer', 'heroin', 'harlem', 'district', 'manhattan', 'buying', 'heroin', 'directly', 'source', 'south', 'east', 'asia', 'comes', 'unique', 'way', 'importing', 'drugs', 'united', 'states', 'partly', 'based', 'true', 'story']","['drama', 'crime']","['new', 'york', 'city', 'vietnam', 'drug', 'smuggling', 'society', 'gangster', 'drug', 'trafficking', 'heroin', 'junkie', 'ghetto', 'nightclub', 'ambition', 'rise', 'fall', 'cop', 'organized', 'crime', 'drug', 'dealing', 'police', 'corruption', 'wedding', 'police', 'detective', 'family', 'surveillance', 'bribery', 'law', 'enforcement', 'aftercreditsstinger', 'dishonesty', 'violence']","['film rites', 'imagine entertainment', 'universal pictures', 'scott free productions', 'relativity media']",7.39205795770825,2000s,"[-0.03579297  0.04640014  0.09911034  0.03421411 -0.02023685 -0.04881215
  0.13468458  0.07645815 -0.11096399  0.01019916]","[ 0.01531028  0.16115758  0.5551678  -0.08660417  0.38023615  0.4228116
  0.63729066  0.48653466 -0.3735767  -0.52441406]",[ 0.03414787  0.2870754   0.28181586 -0.02800964 -0.04602323],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
416,416,497,['united states of america'],16.735,7.521,"['colorado', 'springs', 'late', 'ron', 'stallworth', 'african', 'american', 'police', 'officer', 'flip', 'zimmerman', 'jewish', 'colleague', 'run', 'undercover', 'operation', 'infiltrate', 'ku', 'klux', 'klan']","['comedy', 'crime', 'drama']","['based', 'novel', 'book', 'ku', 'klux', 'klan', 'black', 'panther', 'party', 'biography', 'based', 'true', 'story', 'undercover', 'cop', 'racism', 'based', 'memoir', 'autobiography', 'revisionist', 'history', 'white', 'supremacy']","['legendary pictures', 'perfect world pictures', 'monkeypaw productions', 'blumhouse productions', 'qc entertainment', '40 acres and a mule filmworks']",7.391511827952087,2010s,"[-0.01352831  0.06457796  0.1144132   0.00124257  0.03758946 -0.05647875
  0.12394474  0.10039752 -0.13749786 -0.01143195]","[ 0.07764492  0.09350939  0.61900246 -0.08714484  0.03573888  0.18479323
  0.7332352   0.4602101  -0.31341803 -0.39474308]",[ 0.07660565  0.17712028  0.21704805 -0.05340075 -0.04478843],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
417,417,678,['united states of america'],25.598,7.548,"['future', 'society', 'era', 'indefinite', 'eugenics', 'humans', 'set', 'life', 'course', 'depending', 'dna', 'young', 'vincent', 'freeman', 'born', 'condition', 'would', 'prevent', 'space', 'travel', 'yet', 'determined', 'infiltrate', 'gattaca', 'space', 'program']","['thriller', 'science', 'fiction', 'mystery', 'romance']","['genetics', 'cheating', 'paraplegic', 'suicide', 'attempt', 'hostility', 'dystopia', 'dna', 'new', 'identity', 'investigation', 'heart', 'disease', 'spaceman', 'fake', 'identity', 'blood', 'sample', 'biotechnology', 'space', 'mission', 'exercise', 'eugenics']","['jersey films', 'columbia pictures']",7.390774269994038,1990s,"[-0.05808784  0.05550543  0.02808321 -0.09555502  0.11625133 -0.01975935
  0.08110005  0.08741776 -0.07452047  0.07062884]","[ 0.05673467 -0.07310481  0.8167684  -0.22133668 -0.02429132  0.24699119
  0.6916448   0.2972447  -0.25830054 -0.38517913]",[ 0.15694481  0.12136824  0.2106168   0.14786923 -0.06501944],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
418,418,1799,['united states of america'],1008.942,7.757,"['city', 'fire', 'water', 'land', 'air', 'residents', 'live', 'together', 'fiery', 'young', 'woman', 'guy', 'discover', 'something', 'elemental', 'much', 'common']","['animation', 'comedy', 'family', 'fantasy', 'romance']","['fire', 'computer', 'animation', 'duringcreditsstinger', 'elements', 'water', 'city', 'hopeful']","['walt disney pictures', 'pixar']",7.389390311342676,2020s,"[-0.01794994  0.06534302  0.10667281 -0.08403269  0.14389274 -0.03075379
  0.07232285  0.08628403 -0.11684622 -0.02364763]","[ 0.16878706 -0.04543421  0.6499948  -0.11894064  0.08705968  0.22569273
  0.79958504  0.38248062 -0.29734764 -0.28427863]",[-0.1087677   0.1153611   0.20450279 -0.13611412 -0.05188193],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
419,419,830,"['united kingdom', 'united states of america']",51.114,7.567,"['set', 'mayan', 'civilization', 'man', 'idyllic', 'presence', 'brutally', 'disrupted', 'violent', 'invading', 'force', 'taken', 'perilous', 'journey', 'world', 'ruled', 'fear', 'oppression', 'harrowing', 'end', 'awaits', 'twist', 'fate', 'spurred', 'power', 'love', 'woman', 'family', 'make', 'desperate', 'break', 'return', 'home', 'ultimately', 'save', 'way', 'life']","['action', 'drama', 'history']","['loss', 'loved', 'one', 'maya', 'civilization', 'village', 'solar', 'eclipse', 'slavery', 'tribe', 'native', 'american', 'forest', 'human', 'sacrifice', 'central', 'america', 'ancient', 'civilization', 'century', 'ancient', 'language', 'film']","['icon entertainment international', 'icon productions', 'touchstone pictures']",7.387958462706958,2000s,"[-0.01016375  0.04115158  0.0747813   0.00653009  0.01638266 -0.07972889
  0.15885787  0.14448948 -0.1806177  -0.07455125]","[-0.00344716  0.12552397  0.6028144  -0.01312344  0.13299413  0.1144858
  0.6908764   0.4824519  -0.41662818 -0.48576897]",[ 0.13418792  0.32107815  0.15474543 -0.17664208  0.04327806],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
420,420,121,['united states of america'],49.913,7.447,"['peter', 'parker', 'friends', 'go', 'summer', 'trip', 'europe', 'however', 'hardly', 'able', 'rest', 'peter', 'agree', 'help', 'nick', 'fury', 'uncover', 'mystery', 'creatures', 'cause', 'natural', 'disasters', 'destruction', 'throughout', 'continent']","['action', 'adventure', 'science', 'fiction']","['venice', 'italy', 'superhero', 'school', 'trip', 'europe', 'based', 'comic', 'sequel', 'destruction', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel', 'cinematic', 'universe', 'mcu', 'tower', 'london']","['marvel studios', 'pascal pictures', 'columbia pictures']",7.385043970679012,2010s,"[-0.08178394  0.06682833  0.07557982 -0.10694653  0.10702501 -0.0575473
  0.16898724  0.0896     -0.1710373  -0.01440524]","[ 0.17584921 -0.19724299  0.7272296  -0.20127887 -0.1810425   0.13894871
  0.72946334  0.46831015 -0.3202925  -0.26054993]",[ 0.14406331  0.09555506  0.19068106  0.01537541 -0.05734116],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
421,421,28,['united states of america'],70.535,7.427,"['career', 'destroyed', 'brilliant', 'arrogant', 'surgeon', 'gets', 'new', 'lease', 'life', 'sorcerer', 'takes', 'wing', 'trains', 'defend', 'world', 'evil']","['action', 'adventure', 'fantasy']","['magic', 'superhero', 'training', 'time', 'based', 'comic', 'sorcerer', 'doctor', 'neurosurgeon', 'wizard', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel', 'cinematic', 'universe', 'mcu']",['marvel studios'],7.384186154876285,2010s,"[-0.03222845  0.07575373  0.0946174  -0.11447974  0.09275029 -0.05022557
  0.18243782  0.07890034 -0.16094027 -0.0877789 ]","[ 0.17284572 -0.2172105   0.76380116 -0.18226834 -0.22184493  0.11305369
  0.7416091   0.42166525 -0.29099473 -0.28392145]",[ 0.05614532 -0.06037559  0.20803571 -0.19620292  0.12786241],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
422,422,475,"['mexico', 'united states of america']",57.562,7.506,"['team', 'elite', 'commandos', 'secret', 'mission', 'central', 'american', 'jungle', 'come', 'find', 'hunted', 'extraterrestrial', 'warrior']","['science', 'fiction', 'action', 'adventure', 'thriller']","['guerrilla', 'warfare', 'central', 'south', 'america', 'predator', 'trap', 'alien', 'survival', 'stalking', 'creature', 'alien', 'invasion', 'invisible', 'commando', 'violence']","['silver pictures', '20th century fox', 'lawrence gordon productions', 'davis entertainment', 'amercent films', 'american entertainment partners l.p.', 'estudios churubusco azteca s.a.']",7.382967716028969,1980s,"[-0.09545892  0.07474363  0.05616949 -0.10945486  0.10405812 -0.05412256
  0.14236176  0.10860629 -0.14888456  0.00690605]","[ 0.20069072 -0.50555074  1.0610752   0.04084807 -0.13810517  0.06552654
  0.6541411   0.3396465  -0.02474256 -0.55217487]",[-0.03733476  0.24487944  0.28962865 -0.04228882 -0.07439187],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
423,423,841,['united states of america'],56.727,7.562,"['fifteen', 'years', 'murdering', 'sister', 'halloween', 'night', 'michael', 'myers', 'escapes', 'mental', 'hospital', 'returns', 'small', 'town', 'haddonfield', 'illinois', 'kill']","['horror', 'thriller']","['mask', 'police', 'halloween', 'babysitter', 'marijuana', 'stalking', 'serial', 'killer', 'maniac', 'killing', 'spree', 'family', 'evil', 'psychotic', 'escaped', 'killer']","['compass international pictures', 'falcon international productions']",7.382825921001764,1970s,"[-0.09121409  0.02587914 -0.01531499 -0.04622303  0.08938017  0.00597668
  0.08550879  0.15854183 -0.08380122  0.03990897]","[ 0.14211783  0.08399146  0.65242916 -0.07857794  0.19272728  0.24372216
  0.60808975  0.45548958 -0.3819731  -0.539118  ]",[0. 0. 0. 0. 0.],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
424,424,1979,['united states of america'],32.032,7.787,"['discovering', 'player', 'rocky', 'past', 'abroad', 'luck', 'basketball', 'scout', 'takes', 'upon', 'bring', 'phenom', 'states', 'without', 'team', 'approval', 'odds', 'one', 'final', 'shot', 'prove', 'takes', 'make', 'nba']","['drama', 'comedy']","['spain', 'sports', 'training', 'basketball', 'teenage', 'pregnancy', 'basketball', 'player', 'opportunity', 'dramedy', 'interracial', 'family']","['springhill entertainment', 'roth-kirschenbaum films', 'happy madison productions']",7.381509286540625,2020s,"[-0.00322802  0.06931491  0.12574801 -0.01404555  0.06219293 -0.08482287
  0.1267814   0.15272951 -0.1629309  -0.05003268]","[ 0.05029378 -0.05711377  0.45389628 -0.15132748  0.15319648  0.22179265
  0.7966528   0.44206056 -0.51036173 -0.41612586]",[ 0.11892729  0.19163726  0.20279148 -0.03084361  0.0487203 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
425,425,1712,"['italy', 'south africa', 'united kingdom', 'united states of america']",20.47,7.718,"['inspired', 'true', 'events', 'film', 'takes', 'place', 'rwanda', 'million', 'tutsis', 'killed', 'genocide', 'went', 'mostly', 'unnoticed', 'rest', 'world', 'hotel', 'owner', 'paul', 'rusesabagina', 'houses', 'thousand', 'refuges', 'hotel', 'attempt', 'save', 'lives']","['drama', 'history', 'war']","['rwanda', 'refugee', 'refugee', 'camp', 'militia', 'rwandan', 'genocide', 'murder', 'slaughter', 'dead', 'body', 'atrocity', 'african', 'cruelty', 'genocide', 'united', 'nations', 'death']","['sixth sense productions', 'united artists', 'lions gate films', 'miracle pictures', 'inside track films', 'mikado film', 'endgame entertainment']",7.3799559638097385,2000s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[ 0.01627187  0.21709098  0.5814674   0.00098927  0.31351697  0.18507501
  0.63526905  0.44338053 -0.4424776  -0.59662956]",[ 0.14993928  0.09401175  0.08213101 -0.02259793 -0.02400787],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
426,426,1489,"['united kingdom', 'united states of america']",21.313,7.673,"['bureaucrat', 'sam', 'lowry', 'escapes', 'monotony', 'life', 'recurring', 'daydream', 'virtuous', 'hero', 'saving', 'beautiful', 'damsel', 'investigating', 'case', 'led', 'wrongful', 'arrest', 'eventual', 'death', 'innocent', 'man', 'instead', 'wanted', 'terrorist', 'harry', 'tuttle', 'meets', 'woman', 'daydream', 'trying', 'help', 'gets', 'caught', 'web', 'mistaken', 'identities', 'mindless', 'bureaucracy', 'lies']","['comedy', 'science', 'fiction']","['dream', 'government', 'bureaucracy', 'police', 'state', 'great', 'britain', 'technology', 'dystopia', 'office', 'dark', 'comedy', 'satire', 'surrealism', 'steampunk', 'terrorism', 'bombing', 'job', 'promotion', 'repairman', 'christmas']",['embassy international pictures'],7.379767745326756,1980s,"[-0.05906834  0.08880816  0.07124891 -0.1012635   0.14127207 -0.05818103
  0.13055365  0.11002392 -0.16975097  0.01728095]","[ 0.13805337  0.06350725  0.6379689  -0.15416472  0.20333461  0.23331325
  0.6804285   0.47473097 -0.35348207 -0.43261185]",[0. 0. 0. 0. 0.],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
427,427,465,['united states of america'],42.75,7.5,"['millionaire', 'enters', 'business', 'contract', 'hollywood', 'hooker', 'vivian', 'ward', 'loses', 'heart', 'bargain']","['comedy', 'romance']","['hotel', 'friendship', 'prostitute', 'sports', 'car', 'capitalism', 'expensive', 'restaurant', 'workaholic', 'fire', 'escape', 'los', 'angeles', 'california', 'beverly', 'hills', 'piano', 'bubble', 'bath']","['touchstone pictures', 'silver screen partners iv']",7.3796519714357665,1990s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[-0.0104176   0.05846655  0.5317505  -0.17793398  0.3226674   0.31435904
  0.5738463   0.5718837  -0.43582037 -0.58852947]",[ 0.13418792  0.32107815  0.15474543 -0.17664208  0.04327806],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
428,428,1319,['united states of america'],24.598,7.64,"['kubo', 'mesmerizes', 'people', 'village', 'magical', 'gift', 'spinning', 'wild', 'tales', 'origami', 'accidentally', 'summons', 'evil', 'spirit', 'seeking', 'vengeance', 'kubo', 'forced', 'go', 'quest', 'solve', 'mystery', 'fallen', 'samurai', 'father', 'mystical', 'weaponry', 'well', 'discover', 'magical', 'powers']","['animation', 'adventure', 'family']","['japan', 'samurai', 'magic', 'forgiveness', 'stop', 'motion', 'storytelling', 'origami', 'feudal', 'japan', 'mother', 'son', 'relationship']","['laika entertainment', 'focus features']",7.377271289197585,2010s,"[-0.09082586  0.04475725  0.15407503 -0.11259084  0.1346225  -0.05338551
  0.12108252  0.10045785 -0.12698048 -0.02911116]","[-0.00228037 -0.03096934  0.45633116  0.12361491  0.28848377  0.0875989
  0.8429192   0.27913278 -0.6689145  -0.5359354 ]",[ 0.09159056  0.10041346  0.3155768  -0.0199181   0.08769116],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
429,429,2108,['japan'],24.982,7.805,"['machine', 'allows', 'therapists', 'enter', 'patient', 'dreams', 'stolen', 'hell', 'breaks', 'loose', 'young', 'female', 'therapist', 'stop', 'paprika']","['animation', 'mystery', 'science', 'fiction', 'thriller']","['research', 'japan', 'dream', 'procession', 'psychoanalysis', 'mad', 'scientist', 'dream', 'girl', 'parallel', 'world', 'adult', 'animation', 'dream', 'world', 'anime']","['paprika film partners', 'madhouse', 'sony pictures']",7.376997262177182,2000s,"[-0.05744199  0.04930109  0.04373848 -0.12143859  0.11663321 -0.02635061
  0.09608254  0.11612801 -0.08856431  0.06849928]","[ 0.16719253 -0.00905176  0.68106014 -0.20130844 -0.00166971  0.12448237
  0.75696707  0.480784   -0.25655955 -0.325     ]",[ 0.25127307  0.11687697  0.21924154 -0.10449119  0.01690266],[0. 0. 0. 0. 0.]
430,430,1982,"['denmark', 'france', 'germany', 'netherlands', 'norway', 'sweden', 'united kingdom']",15.67,7.778,"['mysterious', 'woman', 'named', 'grace', 'hides', 'small', 'mountain', 'town', 'criminals', 'pursue', 'town', 'offers', 'harbor', 'grace', 'long', 'make', 'worth', 'effort', 'grace', 'works', 'hard', 'employ', 'various', 'townspeople', 'win', 'favor', 'tensions', 'flare', 'however', 'grace', 'status', 'helpless', 'outsider', 'provokes', 'vicious', 'contempt', 'abuse', 'citizens', 'dogville']","['crime', 'drama', 'thriller']","['friendship', 'bondage', 'rape', 'police', 'village', 'life', 'refugee', 'blackmail', 'mountain', 'american', 'dream', 'bank', 'robber', 'last', 'judgment', 'mountain', 'village', 'exploitation', 'rocky', 'mountains', 'woman', 'martyr', 'physical', 'work', 'wanted', 'poster', 'forced', 'labour', 'slavery', 'recession', 'hoodlum']","['yle', 'zentropa entertainments', 'dr', 'trollhättan film', 'memfis film', 'france 3 cinéma', 'slot machine', 'liberator productions', 'nederlandse programma stichting (nps)', 'isabella films b.v.', 'pain unlimited gmbh filmproduktion', 'something else b.v.', 'sigma films', 'zoma films ltd.', 'arte france cinéma', 'svt', 'wdr/arte', 'film i väst', 'edith film', 'invicta capital', '4 1/2', 'tv 2']",7.3765512751545375,2000s,"[-0.07391492  0.06640171  0.05891627 -0.01701998  0.01723895 -0.04601596
  0.10174301  0.1125159  -0.09406722  0.03751652]","[ 0.02160544  0.07944827  0.54958457 -0.13296252  0.23455472  0.22299178
  0.710763    0.4261214  -0.478062   -0.43495932]",[-0.04019852  0.25762403  0.20782036  0.01897084 -0.01482521],[-0.00645718  0.05472175  0.03930404 -0.0418075  -0.12792872]
